time,latitud,longitud,dd_Valor,ff_Valor,VRB_Valor,CodigoNacional,nombreEstacion
2023-01-10 10:00:00,-18.35555,-70.34028,80.0,7.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 11:00:00,-18.35555,-70.34028,90.0,4.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 12:00:00,-18.35555,-70.34028,,2.0,1.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 13:00:00,-18.35555,-70.34028,200.0,5.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 14:00:00,-18.35555,-70.34028,230.0,6.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 15:00:00,-18.35555,-70.34028,230.0,8.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 16:00:00,-18.35555,-70.34028,220.0,8.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 17:00:00,-18.35555,-70.34028,220.0,11.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 18:00:00,-18.35555,-70.34028,220.0,11.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 19:00:00,-18.35555,-70.34028,220.0,12.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 20:00:00,-18.35555,-70.34028,220.0,12.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 21:00:00,-18.35555,-70.34028,220.0,10.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 22:00:00,-18.35555,-70.34028,230.0,9.0,0.0,180005.0,"Chacalluta, Arica Ap."
